Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Keluaran_Game
Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82.0,38.0,7.1,8.0,E,Game Baru
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6.0,26.0,E10+,Game Baru
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.03,0.15,0.0,0.01,0.19,78.0,13.0,6.3,40.0,T,Game Baru
Supreme Commander 2,PC,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0,E10+,Game Baru
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0.0,0.02,0.19,81.0,24.0,8.5,15.0,E10+,Game Baru
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43.0,34.0,5.3,21.0,M,Game Baru
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0,T,Game Lawas
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,293.0,M,Game Baru
Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83.0,26.0,9.0,29.0,E,Game Lawas
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64.0,8.0,5.8,9.0,E,Game Baru
2002 FIFA World Cup,X,2002,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9.0,4.0,E,Game Lawas
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1747.0,M,Game Baru
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74.0,46.0,8.1,24.0,T,Game Baru
Sudeki,X,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,72.0,75.0,8.4,49.0,M,Game Lawas
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,99.0,M,Game Baru
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,64.0,26.0,7.8,43.0,T,Game Baru
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,T,Game Lawas
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.03,0.08,0.02,0.19,76.0,26.0,7.8,45.0,E10+,Game Baru
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0,E,Game Baru
WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0.0,0.02,0.19,68.0,11.0,7.0,8.0,T,Game Baru
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,13.0,7.0,6.0,E10+,Game Baru
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,E,Game Baru
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,T,Game Baru
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,5.0,8.0,113.0,T,Game Baru
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,9.0,8.4,10.0,T,Game Baru
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79.0,20.0,7.8,8.0,E,Game Lawas
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62.0,15.0,8.5,10.0,M,Game Lawas
Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61.0,40.0,7.3,21.0,T,Game Lawas
Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,26.0,7.4,7.0,T,Game Lawas
Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,65.0,28.0,8.6,16.0,M,Game Lawas
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68.0,18.0,8.5,23.0,T,Game Lawas
Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76.0,15.0,8.5,6.0,T,Game Lawas
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2664.0,M,Game Baru
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72.0,37.0,7.1,58.0,M,Game Baru
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58.0,33.0,8.0,24.0,M,Game Lawas
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.06,0.1,0.0,0.03,0.19,80.0,11.0,7.0,336.0,T,Game Baru
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,13.0,7.3,11.0,E10+,Game Lawas
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62.0,22.0,7.6,31.0,T,Game Baru
Harry Potter and the Prisoner of Azkaban,X,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0,E,Game Lawas
Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0,T,Game Baru
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0,E,Game Baru
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,68.0,37.0,8.0,5.0,M,Game Lawas
Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,60.0,37.0,6.4,77.0,M,Game Baru
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,72.0,36.0,7.6,20.0,E10+,Game Baru
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55.0,34.0,6.8,20.0,T,Game Baru
Chibi-Robo! Park Patrol,DS,2007,Adventure,Nintendo,0.0,0.0,0.19,0.0,0.19,78.0,14.0,7.5,13.0,E,Game Baru
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,67.0,17.0,8.5,32.0,T,Game Baru
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0,M,Game Baru
Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8.1,186.0,M,Game Baru
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.03,0.0,0.02,0.19,67.0,23.0,7.3,7.0,E10+,Game Baru
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,T,Game Baru
Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59.0,18.0,5.6,5.0,T,Game Lawas
R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,79.0,50.0,9.1,21.0,E,Game Lawas
F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,84.0,E,Game Baru
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0.0,0.02,0.19,59.0,11.0,6.8,6.0,E10+,Game Baru
Sega GT 2002,X,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,E,Game Lawas
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,13.0,8.1,15.0,E10+,Game Lawas
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1552.0,M,Game Baru
Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,20.0,7.3,7.0,T,Game Lawas
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,T,Game Baru
Blood Omen 2,X,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9.0,9.0,M,Game Lawas
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,E,Game Baru
Harry Potter: Quidditch World Cup,X,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,E,Game Lawas
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7.0,47.0,T,Game Baru
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7.0,24.0,M,Game Baru
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,309.0,T,Game Baru
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,79.0,47.0,8.5,15.0,T,Game Lawas
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,62.0,11.0,6.3,4.0,E10+,Game Baru
Tiger Woods PGA Tour 07,X,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0,E,Game Lawas
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0,E10+,Game Baru
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0,E10+,Game Baru
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,M,Game Baru
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,77.0,16.0,8.5,17.0,T,Game Lawas
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,80.0,10.0,8.9,18.0,T,Game Lawas
Fight Clu,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36.0,28.0,4.4,22.0,M,Game Lawas
Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.18,64.0,30.0,6.4,8.0,T,Game Lawas
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.05,0.11,0.0,0.03,0.18,73.0,28.0,6.4,26.0,E,Game Baru
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0.0,0.0,0.01,0.18,51.0,19.0,7.5,17.0,T,Game Baru
The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0,E,Game Baru
Close Combat: First to Fight,X,2005,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,69.0,46.0,7.8,10.0,T,Game Lawas
Indiana Jones and the Emperors Tom,X,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0,T,Game Lawas
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0,T,Game Lawas
Ty the Tasmanian Tiger,X,2002,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18,68.0,13.0,8.5,11.0,E,Game Lawas
Heavy Fire: Afghanistan,PS3,2011,Shooter,Mastiff,0.17,0.0,0.0,0.02,0.18,39.0,5.0,3.3,16.0,T,Game Baru
Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,72.0,48.0,7.6,42.0,M,Game Lawas
NARC,X,2005,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0,M,Game Lawas
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.0,29.0,E,Game Baru
Remember Me,X360,2013,Action,Capcom,0.11,0.06,0.0,0.02,0.18,70.0,42.0,7.5,268.0,M,Game Baru
Star Trek: Legacy,X360,2006,Simulation,Ubisoft,0.14,0.02,0.0,0.01,0.18,64.0,41.0,5.5,42.0,E10+,Game Lawas
Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82.0,32.0,7.5,35.0,T,Game Baru
Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,86.0,35.0,8.8,26.0,T,Game Lawas
Gauntlet: Seven Sorrows,X,2005,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18,61.0,36.0,7.8,4.0,T,Game Lawas
AirForce Delta Storm,X,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,61.0,21.0,7.1,7.0,E,Game Lawas
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.11,0.04,0.0,0.03,0.18,59.0,27.0,6.1,71.0,E,Game Baru
Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0,M,Game Lawas
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,726.0,M,Game Baru
CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0.0,0.02,0.18,39.0,5.0,5.6,13.0,M,Game Baru
Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18,48.0,11.0,4.3,6.0,M,Game Lawas
Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18,74.0,65.0,7.1,174.0,M,Game Baru
Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0.01,0.0,0.02,0.18,54.0,13.0,4.7,13.0,E10+,Game Baru
Zumba Fitness Rush,X360,2012,Sports,505 Games,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0,E10+,Game Baru
Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.18,71.0,37.0,6.9,46.0,M,Game Baru
MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0.0,0.02,0.18,44.0,10.0,5.4,11.0,E,Game Baru
Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,75.0,27.0,8.5,20.0,T,Game Lawas
Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18,72.0,37.0,8.7,33.0,E10+,Game Baru
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38.0,34.0,5.6,37.0,M,Game Baru
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,E10+,Game Baru
The Last Airbender,DS,2010,Action,THQ,0.13,0.04,0.0,0.01,0.18,69.0,6.0,7.0,4.0,E10+,Game Baru
Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,39.0,10.0,4.4,34.0,M,Game Baru
Backbreaker,X360,2009,Sports,NaturalMotion,0.17,0.0,0.0,0.01,0.18,54.0,29.0,7.6,68.0,E,Game Baru
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18,34.0,4.0,7.0,4.0,E,Game Baru
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,48.0,19.0,6.8,56.0,M,Game Baru
Test Drive Off-Road Wide Open,X,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,64.0,21.0,8.3,9.0,E,Game Lawas
Dishonored 2,PC,2016,Action,Bethesda Softworks,0.05,0.12,0.0,0.01,0.18,86.0,39.0,6.2,421.0,M,Game Baru
WWE All Stars,PSP,2011,Fighting,THQ,0.12,0.04,0.0,0.03,0.18,70.0,4.0,6.6,5.0,T,Game Baru
Bad Boys: Miami Takedown,X,2004,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,35.0,20.0,5.9,9.0,M,Game Lawas
Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,69.0,27.0,7.1,18.0,E,Game Lawas
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0.0,0.02,0.18,59.0,13.0,8.6,15.0,E,Game Lawas
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.01,0.0,0.01,0.18,65.0,20.0,7.5,4.0,E10+,Game Lawas
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,E,Game Baru
Cabelas Big Game Hunter 2005 Adventures,X,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0,T,Game Lawas
Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,84.0,41.0,7.8,38.0,E10+,Game Baru
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,56.0,24.0,7.5,13.0,T,Game Baru
Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,60.0,20.0,9.2,17.0,T,Game Lawas
Shadow The Hedgehog,X,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18,49.0,24.0,5.4,37.0,E10+,Game Lawas
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.01,0.18,91.0,36.0,7.1,2328.0,T,Game Baru
Mirrors Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.1,0.06,0.0,0.02,0.18,72.0,46.0,4.4,271.0,T,Game Baru
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0,E,Game Baru
Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0.0,0.02,0.18,38.0,20.0,7.9,29.0,E,Game Baru
World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18,57.0,4.0,8.1,10.0,E,Game Baru
Van Helsing,X,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18,63.0,32.0,7.6,8.0,T,Game Baru
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,51.0,5.0,5.3,4.0,E10+,Game Baru
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.0,0.0,0.01,0.18,58.0,7.0,4.4,9.0,E10+,Game Baru
Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,77.0,27.0,8.6,8.0,M,Game Lawas
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.18,52.0,35.0,5.7,24.0,T,Game Baru
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.06,0.07,0.02,0.03,0.18,74.0,35.0,7.6,74.0,T,Game Baru
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1159.0,M,Game Baru
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,E,Game Baru
Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,75.0,5.0,7.5,4.0,E,Game Lawas
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.03,0.18,81.0,37.0,7.8,1369.0,M,Game Baru
de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0.0,0.02,0.18,79.0,20.0,8.1,26.0,E10+,Game Baru
Silent Hill 4: The Room,X,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,76.0,43.0,8.3,26.0,M,Game Lawas
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,67.0,19.0,6.8,11.0,T,Game Lawas
Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,70.0,38.0,6.0,548.0,T,Game Baru
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,81.0,13.0,8.0,9.0,E,Game Lawas
Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,61.0,11.0,7.4,8.0,E,Game Lawas
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,62.0,25.0,7.2,28.0,T,Game Baru
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.09,0.06,0.0,0.03,0.18,53.0,39.0,6.1,16.0,E10+,Game Baru
Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18,68.0,10.0,5.3,4.0,E,Game Lawas
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,62.0,51.0,7.6,60.0,M,Game Baru
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,73.0,34.0,8.0,5.0,E,Game Lawas
You Dont Know Jack,PS3,2011,Misc,THQ,0.16,0.0,0.0,0.01,0.18,82.0,11.0,7.3,18.0,T,Game Baru
Twisted Metal: Small Brawl,PS,2001,Action,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18,51.0,14.0,7.6,49.0,T,Game Lawas
Otomedius Excellent,X360,2011,Shooter,Konami Digital Entertainment,0.13,0.0,0.04,0.01,0.18,48.0,8.0,8.1,16.0,T,Game Baru
Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18,39.0,16.0,3.2,6.0,E,Game Lawas
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,59.0,16.0,8.9,15.0,T,Game Lawas
Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18,38.0,12.0,6.0,59.0,E,Game Lawas
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,9.0,7.1,8.0,E,Game Baru
DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0.0,0.03,0.18,75.0,27.0,6.3,43.0,E10+,Game Baru
K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67.0,24.0,9.0,7.0,T,Game Lawas
Juiced,X,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18,68.0,39.0,9.1,15.0,T,Game Lawas
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38.0,14.0,3.0,12.0,E10+,Game Baru
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.09,0.02,0.05,0.02,0.18,79.0,54.0,8.5,212.0,T,Game Baru
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.03,0.18,58.0,33.0,6.5,21.0,T,Game Baru
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0.0,0.02,0.18,56.0,16.0,8.4,28.0,E,Game Baru
UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18,54.0,29.0,7.7,7.0,T,Game Lawas
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18,67.0,43.0,7.6,25.0,T,Game Lawas
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0,E,Game Baru
How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.03,0.0,0.02,0.18,51.0,18.0,7.0,6.0,E10+,Game Baru
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,65.0,27.0,7.8,20.0,T,Game Baru
NHL 2004,X,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,85.0,21.0,6.5,31.0,E,Game Lawas
MindJack,PS3,2011,Shooter,Square Enix,0.07,0.07,0.0,0.03,0.18,44.0,31.0,1.7,47.0,M,Game Baru
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,56.0,46.0,6.9,56.0,M,Game Baru
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.14,0.02,0.0,0.01,0.18,58.0,15.0,7.8,6.0,T,Game Baru
NBA Starting Five,PS2,2002,Sports,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.18,53.0,10.0,7.3,7.0,E,Game Lawas
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,73.0,26.0,7.0,153.0,E10+,Game Baru
The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,75.0,37.0,8.0,23.0,M,Game Lawas
EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,78.0,32.0,8.3,11.0,E,Game Lawas
Army Men: Sarges Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,54.0,15.0,4.6,5.0,T,Game Lawas
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.03,0.11,0.01,0.17,90.0,4.0,7.9,75.0,T,Game Baru
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0.0,0.04,0.04,0.17,62.0,24.0,7.6,118.0,M,Game Baru
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44.0,39.0,3.7,59.0,E10+,Game Baru
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,63.0,5.0,7.9,12.0,E,Game Lawas
Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0.07,0.0,0.02,0.17,49.0,12.0,4.5,6.0,T,Game Lawas
